Item,Tennessee,Anderson,Bedford,Benton,Bledsoe,Blount,Bradley,Campbell,,,,,
,,,,,,,,,,,,,
Total cropland - Con.,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Other cropland  ........................................................ farms, 2012",65,75,67,225,134,160,182,271,,,,,
2007,75,88,63,200,164,184,196,335,,,,,
"acres, 2012","1,862","1,562","1,131","12,416","9,070","2,821","12,071","11,949",,,,,
2007,"2,583","2,702","1,873","15,193","13,005","3,735","16,557","18,374",,,,,
,,,,,,,,,,,,,
Cropland idle or used for cover crops or,,,,,,,,,,,,,
"soil improvement, but not harvested and",,,,,,,,,,,,,
"not pastured or grazed  ...................................... farms, 2012",59,67,58,207,122,124,176,255,,,,,
2007,56,57,47,187,132,123,156,288,,,,,
"acres, 2012","1,341","1,393","1,009","11,780","7,642","2,310","11,049","11,269",,,,,
2007,"1,895","1,610","1,388","13,737","9,327","2,342","10,838","14,852",,,,,
"Cropland on which all crops failed  ....................... farms, 2012",9,9,13,26,16,45,8,25,,,,,
2007,23,36,23,20,40,68,46,67,,,,,
"acres, 2012",(D),169,(D),636,"1,425",507,(D),680,,,,,
2007,688,"1,092",485,"1,456","3,678","1,380","5,719","3,513",,,,,
,,,,,,,,,,,,,
"Cropland in cultivated summer fallow  .................. farms, 2012",2,-,2,-,3,4,1,-,,,,,
2007,-,-,-,-,-,11,-,3,,,,,
"acres, 2012",(D),-,(D),-,3,4,(D),-,,,,,
2007,-,-,-,-,-,13,-,9,,,,,
,,,,,,,,,,,,,
"Total woodland  ............................................................ farms, 2012",289,330,353,395,409,961,151,538,,,,,
2007,350,361,281,373,330,995,145,611,,,,,
"acres, 2012","6,627","13,475","21,370","46,938","37,803","38,833","11,038","36,132",,,,,
2007,"7,250","14,480","16,454","36,288","25,414","41,088","8,977","37,561",,,,,
,,,,,,,,,,,,,
"Woodland pastured  ................................................. farms, 2012",181,162,179,142,136,491,39,217,,,,,
2007,246,202,160,176,161,541,49,286,,,,,
"acres, 2012","3,054","3,360","7,182","9,166","5,583","10,941","2,207","8,543",,,,,
2007,"3,760","4,200","5,639","8,512","10,412","12,232","1,143","9,126",,,,,
"Woodland not pastured  ........................................... farms, 2012",157,243,248,327,318,681,126,411,,,,,
2007,163,236,188,269,231,660,112,456,,,,,
"acres, 2012","3,573","10,115","14,188","37,772","32,220","27,892","8,831","27,589",,,,,
2007,"3,490","10,280","10,815","27,776","15,002","28,856","7,834","28,435",,,,,
,,,,,,,,,,,,,
"Permanent pasture and rangeland, other than",,,,,,,,,,,,,
"cropland and woodland pastured (see text)  .............. farms, 2012",440,384,372,300,374,"1,147",105,510,,,,,
2007,463,416,309,307,314,"1,174",135,552,,,,,
"acres, 2012","22,614","16,292","25,461","23,404","25,005","46,729","9,000","40,699",,,,,
2007,"21,601","15,544","19,476","28,740","18,491","48,591","6,107","35,692",,,,,
,,,,,,,,,,,,,
"Land in farmsteads, homes, buildings, livestock",,,,,,,,,,,,,
"facilities, ponds, roads, wasteland, etc.  ..................... farms, 2012",355,362,257,335,357,958,190,554,,,,,
2007,311,296,195,243,262,784,179,467,,,,,
"acres, 2012","2,247","2,803","1,956","5,227","3,467","5,505","2,312","5,607",,,,,
2007,"1,658","2,054","1,596","4,203","2,364","5,029","2,970","6,039",,,,,
"Pastureland, all types  .................................................. farms, 2012",461,422,393,348,409,"1,220",121,581,,,,,
2007,634,529,400,408,440,"1,471",232,711,,,,,
"acres, 2012","28,291","23,278","36,150","44,403","35,381","62,580","12,906","55,989",,,,,
2007,"40,184","26,537","35,157","53,286","39,408","75,187","14,191","58,243",,,,,
,,,,,,,,,,,,,
CONSERVATION AND CROP INSURANCE,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Land enrolled in Conservation Reserve, Wetlands",,,,,,,,,,,,,
"Reserve, Farmable Wetlands, or Conservation",,,,,,,,,,,,,
"Reserve Enhancement Programs  ............................. farms, 2012",1,1,2,130,92,1,167,173,,,,,
2007,-,-,-,205,135,-,221,311,,,,,
"acres, 2012",(D),(D),(D),"9,938","7,754",(D),"9,095","8,726",,,,,
2007,-,-,-,"13,612","10,453",-,"14,802","14,605",,,,,
,,,,,,,,,,,,,
"Land enrolled in crop insurance programs  .................. farms, 2012",4,3,6,34,48,19,103,39,,,,,
2007,7,6,8,32,38,24,129,37,,,,,
"acres, 2012","2,597",360,29,"22,234","25,774","1,448","138,854","15,949",,,,,
2007,(D),97,35,"27,946","19,831",638,"146,992","20,834",,,,,
,,,,,,,,#NAME?,,,,,
Item,Henry,Hickman,Houston,Humphreys,Jackson,Jefferson,Johnson,Knox,,,,,
LAND IN FARMS ACCORDING TO USE - Con.,,,,,,,,,,,,,
,,,,,,,,,,,,,
Total cropland - Con.,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Other cropland  ......................................................... farms, 2012",235,101,39,66,85,105,53,92,,,,,
2007,309,82,59,103,104,117,62,161,,,,,
"acres, 2012","11,322","2,940",847,"2,710","2,989","1,956",582,"1,650",,,,,
2007,"18,665","3,998","2,238","7,484","4,090","3,535","1,405","2,819",,,,,
,,,,,,,,,,,,,
Cropland idle or used for cover crops or,,,,,,,,,,,,,
"soil improvement, but not harvested and",,,,,,,,,,,,,
"not pastured or grazed  ....................................... farms, 2012",220,85,32,52,72,80,51,80,,,,,
2007,231,58,49,58,77,79,55,105,,,,,
"acres, 2012","10,206","2,128",737,"2,409","2,675","1,508",541,"1,175",,,,,
2007,"10,991","2,704","1,503","3,843","2,769","1,883","1,263","1,688",,,,,
"Cropland on which all crops failed  ....................... farms, 2012",25,20,7,17,16,28,10,15,,,,,
2007,98,32,18,49,32,42,14,67,,,,,
"acres, 2012","1,116",812,110,301,314,445,41,475,,,,,
2007,"7,674","1,294",(D),"3,641","1,321","1,644",142,(D),,,,,
,,,,,,,,,,,,,
"Cropland in cultivated summer fallow  .................. farms, 2012",-,-,-,-,-,3,-,-,,,,,
2007,-,-,1,-,-,5,-,1,,,,,
"acres, 2012",-,-,-,-,-,3,-,-,,,,,
2007,-,-,(D),-,-,8,-,(D),,,,,
,,,,,,,,,,,,,
"Total woodland  ............................................................ farms, 2012",534,496,238,457,379,609,316,531,,,,,
2007,540,458,234,438,386,664,306,578,,,,,
"acres, 2012","36,067","39,993","15,305","49,120","28,401","16,068","14,865","13,295",,,,,
2007,"32,547","37,518","13,958","37,531","27,496","14,032","12,568","13,815",,,,,
,,,,,,,,,,,,,
"Woodland pastured .................................................. farms, 2012",209,202,109,199,221,347,158,291,,,,,
2007,253,224,112,203,264,438,135,315,,,,,
"acres, 2012","7,328","7,531","3,267","10,575","10,559","6,439","5,352","4,308",,,,,
2007,"7,002","10,177","4,604","8,766","12,752","7,130","3,827","4,509",,,,,
"Woodland not pastured ............................................ farms, 2012",427,380,182,353,245,354,224,339,,,,,
2007,384,331,168,319,215,325,216,346,,,,,
"acres, 2012","28,739","32,462","12,038","38,545","17,842","9,629","9,513","8,987",,,,,
2007,"25,545","27,341","9,354","28,765","14,744","6,902","8,741","9,306",,,,,
,,,,,,,,,,,,,
"Permanent pasture and rangeland, other than",,,,,,,,,,,,,
"cropland and woodland pastured (see text)  ............... farms, 2012",476,473,245,433,351,733,338,670,,,,,
2007,446,420,260,379,350,833,301,804,,,,,
"acres, 2012","30,963","38,779","21,231","30,464","24,049","37,778","14,767","24,263",,,,,
2007,"30,792","27,380","13,488","25,383","18,181","33,902","11,281","30,300",,,,,
,,,,,,,,,,,,,
"Land in farmsteads, homes, buildings, livestock",,,,,,,,,,,,,
"facilities, ponds, roads, wasteland, etc.  ..................... farms, 2012",537,383,216,359,301,662,311,578,,,,,
2007,443,321,174,252,255,640,225,550,,,,,
"acres, 2012","5,931","2,774","1,956","3,144","1,800","4,021","1,614","3,300",,,,,
2007,"3,560","3,604","1,352","2,846","2,077","4,402","1,638","3,705",,,,,
"Pastureland, all types  .................................................. farms, 2012",520,511,272,472,412,776,375,713,,,,,
2007,621,545,320,495,478,"1,046",405,"1,005",,,,,
"acres, 2012","45,600","49,738","25,447","44,858","37,770","46,716","22,993","31,485",,,,,
2007,"53,562","50,116","24,670","48,283","42,565","53,606","21,160","44,035",,,,,
,,,,,,,,,,,,,
CONSERVATION AND CROP INSURANCE,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Land enrolled in Conservation Reserve, Wetlands",,,,,,,,,,,,,
"Reserve, Farmable Wetlands, or Conservation",,,,,,,,,,,,,
"Reserve Enhancement Programs  .............................. farms, 2012",186,18,-,8,2,-,-,9,,,,,
2007,264,22,-,10,-,-,-,8,,,,,
"acres, 2012","9,525",640,-,207,(D),-,-,219,,,,,
2007,"12,994",549,-,581,-,-,-,167,,,,,
,,,,,,,,,,,,,
"Land enrolled in crop insurance programs ................... farms, 2012",105,17,4,16,6,19,8,5,,,,,
2007,139,12,2,14,8,12,18,14,,,,,
"acres, 2012","76,095","7,846",53,"6,632","1,275","2,911",(D),362,,,,,
2007,"60,304","4,344",(D),"4,939","1,789","1,563",814,386,,,,,
,,,,,,,,#NAME?,,,,,
Item,Lake,,Lauderdale,Lawrence,Lewis,,Lincoln,Loudon,,McMinn,McNairy,,
LAND IN FARMS ACCORDING TO USE - Con.,,,,,,,,,,,,,
,,,,,,,,,,,,,
Total cropland - Con.,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Other cropland  ........................................................ farms, 2012",13,,197,278,32,,141,67,,138,228,,
2007,16,,231,359,38,,180,87,,147,262,,
"acres, 2012","1,297",,"10,466","11,850",583,,"3,524","1,409",,"3,323","12,368",,
2007,(D),,"20,307","17,316","1,385",,"7,384","2,539",,"5,720","17,792",,
,,,,,,,,,,,,,
Cropland idle or used for cover crops or,,,,,,,,,,,,,
"soil improvement, but not harvested and",,,,,,,,,,,,,
"not pastured or grazed  ...................................... farms, 2012",11,,187,253,27,,114,50,,124,218,,
2007,8,,209,288,27,,119,56,,97,229,,
"acres, 2012",(D),,"10,084","10,859",411,,"2,898","1,021",,"2,830","11,392",,
2007,"1,000",,"15,593","13,339",911,,"4,280","1,354",,"2,628","14,554",,
"Cropland on which all crops failed  ....................... farms, 2012",2,,10,31,9,,29,15,,21,16,,
2007,10,,30,91,18,,70,39,,61,58,,
"acres, 2012",(D),,(D),988,172,,626,385,,493,969,,
2007,(D),,"4,714","3,972",474,,"3,104",(D),,"3,092","3,238",,
,,,,,,,,,,,,,
"Cropland in cultivated summer fallow  .................. farms, 2012",-,,2,3,-,,-,3,,-,3,,
2007,-,,-,3,-,,-,2,,-,-,,
"acres, 2012",-,,(D),3,-,,-,3,,-,7,,
2007,-,,-,5,-,,-,(D),,-,-,,
,,,,,,,,,,,,,
"Total woodland  ............................................................ farms, 2012",6,,191,"1,009",162,,"1,044",444,,683,447,,
2007,4,,215,"1,045",175,,996,470,,728,436,,
"acres, 2012",450,,"13,816","52,920","12,291",,"58,139","11,203",,"30,062","44,440",,
2007,374,,"13,316","46,940","12,251",,"51,333","11,846",,"26,612","32,325",,
,,,,,,,,,,,,,
"Woodland pastured  ................................................. farms, 2012",-,,60,583,79,,657,210,,376,154,,
2007,-,,76,645,84,,700,284,,444,183,,
"acres, 2012",-,,"1,640","18,852","2,392",,"32,029","3,644",,"8,655","4,364",,
2007,-,,"3,167","18,890","3,502",,"32,527","4,330",,"11,976","6,316",,
"Woodland not pastured  ........................................... farms, 2012",6,,153,647,117,,536,306,,453,368,,
2007,4,,154,617,114,,441,283,,415,333,,
"acres, 2012",450,,"12,176","34,068","9,899",,"26,110","7,559",,"21,407","40,076",,
2007,374,,"10,149","28,050","8,749",,"18,806","7,516",,"14,636","26,009",,
,,,,,,,,,,,,,
"Permanent pasture and rangeland, other than",,,,,,,,,,,,,
"cropland and woodland pastured (see text)  .............. farms, 2012",7,,162,"1,132",164,,"1,166",505,,771,356,,
2007,4,,179,"1,077",183,,"1,206",499,,784,314,,
"acres, 2012",953,,"12,066","70,322","7,743",,"91,343","22,148",,"39,235","19,110",,
2007,(D),,"13,321","62,211","8,521",,"83,449","23,192",,"34,741","15,939",,
,,,,,,,,,,,,,
"Land in farmsteads, homes, buildings, livestock",,,,,,,,,,,,,
"facilities, ponds, roads, wasteland, etc.  ..................... farms, 2012",15,,228,"1,019",139,,"1,008",469,,683,412,,
2007,16,,185,831,110,,814,400,,540,342,,
"acres, 2012",228,,"2,436","7,028","1,126",,"8,193","2,881",,"4,881","4,976",,
2007,(D),,"2,895","8,259",799,,"8,209","2,692",,"4,778","6,181",,
"Pastureland, all types  .................................................. farms, 2012",7,,190,"1,211",179,,"1,285",535,,821,387,,
2007,6,,293,"1,449",228,,"1,498",656,,"1,000",456,,
"acres, 2012",953,,"19,986","93,281","12,211",,"136,760","27,957",,"51,942","27,325",,
2007,(D),,"24,202","106,847","17,861",,"142,989","36,936",,"59,933","31,268",,
,,,,,,,,,,,,,
CONSERVATION AND CROP INSURANCE,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Land enrolled in Conservation Reserve, Wetlands",,,,,,,,,,,,,
"Reserve, Farmable Wetlands, or Conservation",,,,,,,,,,,,,
"Reserve Enhancement Programs  ............................. farms, 2012",3,,160,155,4,,22,1,,4,171,,
2007,2,,261,299,12,,43,4,,11,289,,
"acres, 2012",(D),,"8,896","7,522",66,,567,(D),,101,"8,866",,
2007,(D),,"17,298","18,165",249,,"1,211",85,,208,"16,516",,
,,,,,,,,,,,,,
"Land enrolled in crop insurance programs  .................. farms, 2012",42,,86,57,3,,85,26,,40,48,,
2007,42,,73,48,4,,66,8,,20,38,,
"acres, 2012","72,205",,"110,806","33,768",747,,"43,363","6,416",,"10,376","21,809",,
2007,"71,893",,"107,616","24,384",(D),,"32,300","3,567",,"5,440","21,733",,
,,,,,,,,,,,#NAME?,,
Item,Macon,,Madison,Marion,,Marshall,Maury,Meigs,,Monroe,Montgomery,,
LAND IN FARMS ACCORDING TO USE - Con.,,,,,,,,,,,,,
,,,,,,,,,,,,,
Total cropland - Con.,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Other cropland  ......................................................... farms, 2012",99,,222,27,,76,152,48,,110,138,,
2007,156,,278,37,,108,208,65,,131,185,,
"acres, 2012","3,401",,"10,223",834,,"2,959","5,961","1,577",,"2,734","4,282",,
2007,"5,728",,"18,367","1,834",,"5,933","9,889","2,682",,"3,761","7,632",,
,,,,,,,,,,,,,
Cropland idle or used for cover crops or,,,,,,,,,,,,,
"soil improvement, but not harvested and",,,,,,,,,,,,,
"not pastured or grazed  ....................................... farms, 2012",73,,212,20,,60,124,41,,86,122,,
2007,106,,241,24,,59,153,41,,80,131,,
"acres, 2012","1,508",,"9,946",635,,"1,899","3,672","1,232",,"2,173","3,791",,
2007,"2,643",,"13,641",797,,"2,585","4,723","1,703",,"2,631","4,844",,
"Cropland on which all crops failed  ....................... farms, 2012",29,,15,10,,25,30,11,,33,22,,
2007,55,,55,15,,55,72,28,,63,71,,
"acres, 2012","1,893",,277,199,,"1,060",(D),345,,556,(D),,
2007,"3,085",,"4,726","1,037",,(D),(D),(D),,(D),"2,777",,
,,,,,,,,,,,,,
"Cropland in cultivated summer fallow  .................. farms, 2012",-,,-,-,,-,1,-,,5,1,,
2007,-,,-,-,,1,2,1,,2,4,,
"acres, 2012",-,,-,-,,-,(D),-,,5,(D),,
2007,-,,-,-,,(D),(D),(D),,(D),11,,
,,,,,,,,,,,,,
"Total woodland  ............................................................ farms, 2012",631,,374,173,,698,941,229,,540,533,,
2007,682,,332,202,,628,946,216,,545,499,,
"acres, 2012","32,231",,"30,829","13,536",,"34,516","55,049","14,663",,"22,832","28,952",,
2007,"33,454",,"24,165","12,957",,"32,248","39,248","11,353",,"17,328","25,525",,
,,,,,,,,,,,,,
"Woodland pastured .................................................. farms, 2012",364,,112,97,,467,579,126,,318,246,,
2007,442,,116,109,,485,650,128,,353,259,,
"acres, 2012","11,102",,"3,277","3,661",,"18,327","30,171","5,155",,"9,026","10,744",,
2007,"13,469",,"5,215","3,270",,"20,355","23,527","4,330",,"9,089","8,915",,
"Woodland not pastured ............................................ farms, 2012",432,,304,103,,349,495,166,,331,381,,
2007,401,,265,125,,260,410,135,,289,367,,
"acres, 2012","21,129",,"27,552","9,875",,"16,189","24,878","9,508",,"13,806","18,208",,
2007,"19,985",,"18,950","9,687",,"11,893","15,721","7,023",,"8,239","16,610",,
,,,,,,,,,,,,,
"Permanent pasture and rangeland, other than",,,,,,,,,,,,,
"cropland and woodland pastured (see text)  ............... farms, 2012",665,,254,197,,807,"1,136",242,,643,484,,
2007,669,,281,280,,747,"1,135",237,,630,478,,
"acres, 2012","38,159",,"13,205","13,943",,"60,301","91,442","16,347",,"35,967","36,778",,
2007,"34,321",,"13,878","11,844",,"51,278","73,315","15,133",,"28,659","32,867",,
,,,,,,,,,,,,,
"Land in farmsteads, homes, buildings, livestock",,,,,,,,,,,,,
"facilities, ponds, roads, wasteland, etc.  ..................... farms, 2012",580,,332,157,,669,916,211,,560,529,,
2007,504,,334,157,,555,778,160,,416,439,,
"acres, 2012","3,843",,"4,021","1,261",,"4,770","5,825","1,830",,"3,721","4,538",,
2007,"4,662",,"4,600","1,043",,"4,971","6,497","1,299",,"2,937","5,257",,
"Pastureland, all types  .................................................. farms, 2012",724,,289,217,,869,"1,227",267,,697,546,,
2007,913,,391,337,,929,"1,442",307,,800,647,,
"acres, 2012","55,478",,"22,784","19,866",,"87,545","130,394","25,957",,"49,614","53,087",,
2007,"66,513",,"33,925","21,944",,"89,173","129,914","26,089",,"50,646","62,037",,
,,,,,,,,,,,,,
CONSERVATION AND CROP INSURANCE,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Land enrolled in Conservation Reserve, Wetlands",,,,,,,,,,,,,
"Reserve, Farmable Wetlands, or Conservation",,,,,,,,,,,,,
"Reserve Enhancement Programs  .............................. farms, 2012",3,,174,5,,8,22,7,,-,26,,
2007,-,,225,1,,7,29,7,,-,26,,
"acres, 2012",23,,"8,550",72,,377,667,426,,-,651,,
2007,-,,"12,754",(D),,452,932,681,,-,828,,
,,,,,,,,,,,,,
"Land enrolled in crop insurance programs ................... farms, 2012",76,,76,9,,30,33,9,,24,75,,
2007,66,,78,18,,16,26,4,,8,74,,
"acres, 2012","10,401",,"68,564","6,498",,"9,396","16,156","2,132",,"7,370","34,734",,
2007,"5,336",,"57,937","5,806",,"6,927","11,083","1,284",,"2,364","24,417",,
,,,,,,,,,,,#NAME?,,
Item,Moore,,Morgan,,Obion,Overton,Perry,,Pickett,,Polk,,Putnam
LAND IN FARMS ACCORDING TO USE - Con.,,,,,,,,,,,,,
,,,,,,,,,,,,,
Total cropland - Con.,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Other cropland  ........................................................ farms, 2012",18,,42,,169,110,52,,30,,43,,123
2007,36,,60,,188,108,74,,44,,46,,139
"acres, 2012",611,,"1,357",,"9,423","2,447","2,703",,791,,"1,055",,"2,462"
2007,"1,359",,"2,639",,"13,150","3,913","3,921",,955,,"1,388",,"4,388"
,,,,,,,,,,,,,
Cropland idle or used for cover crops or,,,,,,,,,,,,,
"soil improvement, but not harvested and",,,,,,,,,,,,,
"not pastured or grazed  ...................................... farms, 2012",16,,36,,166,85,41,,26,,41,,105
2007,26,,48,,178,65,36,,24,,31,,111
"acres, 2012",(D),,"1,074",,"8,896","1,889","1,345",,709,,913,,"2,024"
2007,706,,"1,565",,"8,846","1,680","1,537",,731,,969,,"2,718"
"Cropland on which all crops failed  ....................... farms, 2012",2,,8,,6,27,16,,6,,7,,26
2007,19,,16,,16,47,49,,21,,19,,39
"acres, 2012",(D),,283,,(D),555,"1,358",,82,,142,,438
2007,653,,(D),,"4,304","2,225","2,384",,224,,419,,"1,670"
,,,,,,,,,,,,,
"Cropland in cultivated summer fallow  .................. farms, 2012",-,,-,,1,3,-,,-,,-,,-
2007,-,,2,,-,3,-,,-,,-,,-
"acres, 2012",-,,-,,(D),3,-,,-,,-,,-
2007,-,,(D),,-,8,-,,-,,-,,-
,,,,,,,,,,,,,
"Total woodland  ............................................................ farms, 2012",268,,321,,274,605,185,,217,,150,,583
2007,206,,306,,267,619,178,,191,,152,,613
"acres, 2012","12,862",,"21,661",,"15,459","38,254","21,500",,"10,169",,"9,028",,"30,877"
2007,"10,252",,"16,952",,"13,646","29,184","19,557",,"7,612",,"5,876",,"28,648"
,,,,,,,,,,,,,
"Woodland pastured  ................................................. farms, 2012",174,,151,,106,297,57,,103,,67,,258
2007,159,,175,,116,347,81,,121,,88,,305
"acres, 2012","7,834",,"4,744",,"4,012","10,218","3,308",,"2,440",,"2,172",,"8,751"
2007,"7,176",,"4,526",,"3,815","9,649","5,412",,"2,266",,"1,428",,"9,452"
"Woodland not pastured  ........................................... farms, 2012",141,,268,,206,444,161,,149,,112,,442
2007,90,,219,,196,408,145,,113,,96,,407
"acres, 2012","5,028",,"16,917",,"11,447","28,036","18,192",,"7,729",,"6,856",,"22,126"
2007,"3,076",,"12,426",,"9,831","19,535","14,145",,"5,346",,"4,448",,"19,196"
,,,,,,,,,,,,,
"Permanent pasture and rangeland, other than",,,,,,,,,,,,,
"cropland and woodland pastured (see text)  .............. farms, 2012",307,,303,,272,714,162,,256,,164,,656
2007,237,,271,,272,695,164,,250,,212,,714
"acres, 2012","29,310",,"12,245",,"22,528","45,649","11,205",,"15,899",,"8,650",,"29,498"
2007,"18,902",,"14,017",,"21,662","32,780","11,039",,"11,916",,"7,505",,"29,527"
,,,,,,,,,,,,,
"Land in farmsteads, homes, buildings, livestock",,,,,,,,,,,,,
"facilities, ponds, roads, wasteland, etc.  ..................... farms, 2012",245,,260,,302,529,143,,195,,172,,601
2007,141,,211,,269,375,101,,128,,142,,475
"acres, 2012","1,725",,"2,106",,"3,075","3,060","1,172",,"1,205",,"1,624",,"3,859"
2007,"1,459",,"1,815",,"4,791","3,088",874,,815,,"1,236",,"4,296"
"Pastureland, all types  .................................................. farms, 2012",318,,328,,304,768,178,,262,,184,,701
2007,307,,336,,356,876,206,,314,,261,,889
"acres, 2012","38,431",,"20,506",,"30,637","59,653","16,527",,"20,189",,"12,495",,"44,430"
2007,"34,415",,"23,704",,"33,870","58,261","22,036",,"21,172",,"14,962",,"52,636"
,,,,,,,,,,,,,
CONSERVATION AND CROP INSURANCE,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Land enrolled in Conservation Reserve, Wetlands",,,,,,,,,,,,,
"Reserve, Farmable Wetlands, or Conservation",,,,,,,,,,,,,
"Reserve Enhancement Programs  ............................. farms, 2012",-,,2,,154,8,15,,1,,-,,5
2007,1,,1,,184,18,18,,3,,7,,12
"acres, 2012",-,,(D),,"8,312",195,320,,(D),,-,,176
2007,(D),,(D),,"9,462",608,394,,(D),,286,,530
,,,,,,,,,,,,,
"Land enrolled in crop insurance programs  .................. farms, 2012",10,,5,,103,18,3,,13,,12,,5
2007,2,,2,,111,5,14,,13,,9,,15
"acres, 2012","2,580",,892,,"132,115","3,362",235,,"1,200",,"3,610",,865
2007,(D),,(D),,"119,855",26,"1,632",,231,,"3,381",,272
,,,,,,,,,,,,,#NAME?
Item,Rhea,,Roane,,Robertson,Rutherford,Scott,,Sequatchie,Sevier,,Shelby,
LAND IN FARMS ACCORDING TO USE - Con.,,,,,,,,,,,,,
,,,,,,,,,,,,,
Total cropland - Con.,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Other cropland  ......................................................... farms, 2012",61,,62,,161,140,43,,22,73,,89,
2007,80,,84,,229,139,64,,29,93,,124,
"acres, 2012","2,016",,"1,102",,"4,672","4,520","1,749",,387,"1,504",,"4,678",
2007,"3,140",,"1,946",,"15,497","7,637","2,321",,"1,003","1,881",,"6,983",
,,,,,,,,,,,,,
Cropland idle or used for cover crops or,,,,,,,,,,,,,
"soil improvement, but not harvested and",,,,,,,,,,,,,
"not pastured or grazed  ....................................... farms, 2012",57,,54,,138,112,32,,21,71,,71,
2007,63,,62,,153,82,36,,19,74,,102,
"acres, 2012","1,877",,947,,"3,561","3,132","1,311",,306,"1,426",,"4,298",
2007,"2,286",,"1,568",,"4,253","4,410","1,573",,772,"1,696",,"5,620",
"Cropland on which all crops failed  ....................... farms, 2012",8,,18,,32,36,12,,3,10,,24,
2007,24,,31,,89,67,31,,14,18,,27,
"acres, 2012",(D),,(D),,(D),(D),438,,81,(D),,380,
2007,854,,378,,"11,206","3,227",748,,231,179,,"1,363",
,,,,,,,,,,,,,
"Cropland in cultivated summer fallow  .................. farms, 2012",2,,1,,2,2,-,,-,1,,-,
2007,-,,-,,6,-,-,,-,4,,-,
"acres, 2012",(D),,(D),,(D),(D),-,,-,(D),,-,
2007,-,,-,,38,-,-,,-,6,,-,
,,,,,,,,,,,,,
"Total woodland  ............................................................ farms, 2012",268,,366,,647,757,212,,129,381,,177,
2007,280,,384,,759,713,165,,120,412,,222,
"acres, 2012","13,901",,"15,864",,"21,870","41,736","14,903",,"8,346","13,738",,"11,174",
2007,"13,481",,"17,466",,"22,414","33,476","12,398",,"7,302","13,548",,"9,572",
,,,,,,,,,,,,,
"Woodland pastured .................................................. farms, 2012",146,,176,,287,473,88,,59,209,,70,
2007,160,,198,,367,489,72,,60,258,,113,
"acres, 2012","2,782",,"4,507",,"6,336","21,544","2,001",,"2,873","4,439",,"2,633",
2007,"3,565",,"5,222",,"8,317","19,308","2,014",,"1,515","5,873",,"2,608",
"Woodland not pastured ............................................ farms, 2012",184,,275,,446,428,164,,90,238,,132,
2007,167,,282,,509,347,126,,81,237,,138,
"acres, 2012","11,119",,"11,357",,"15,534","20,192","12,902",,"5,473","9,299",,"8,541",
2007,"9,916",,"12,244",,"14,097","14,168","10,384",,"5,787","7,675",,"6,964",
,,,,,,,,,,,,,
"Permanent pasture and rangeland, other than",,,,,,,,,,,,,
"cropland and woodland pastured (see text)  ............... farms, 2012",302,,378,,734,986,195,,142,459,,214,
2007,318,,402,,776,997,148,,143,433,,312,
"acres, 2012","17,167",,"14,963",,"39,760","58,790","7,946",,"11,497","22,770",,"7,829",
2007,"14,326",,"14,290",,"38,322","46,985","5,504",,"8,111","18,131",,"10,058",
,,,,,,,,,,,,,
"Land in farmsteads, homes, buildings, livestock",,,,,,,,,,,,,
"facilities, ponds, roads, wasteland, etc.  ..................... farms, 2012",267,,343,,760,812,171,,101,343,,255,
2007,195,,268,,684,736,97,,72,326,,290,
"acres, 2012","2,166",,"2,145",,"6,791","5,309","1,355",,832,"1,921",,"2,466",
2007,"1,884",,"2,031",,"6,503","6,038","1,207",,667,"2,517",,"3,965",
"Pastureland, all types  .................................................. farms, 2012",330,,406,,798,"1,083",221,,152,488,,238,
2007,394,,483,,"1,048","1,300",191,,193,568,,399,
"acres, 2012","22,970",,"21,334",,"52,227","85,413","13,833",,"16,762","28,575",,"13,405",
2007,"26,002",,"24,438",,"66,147","84,549","11,140",,"14,857","30,586",,"19,752",
,,,,,,,,,,,,,
CONSERVATION AND CROP INSURANCE,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Land enrolled in Conservation Reserve, Wetlands",,,,,,,,,,,,,
"Reserve, Farmable Wetlands, or Conservation",,,,,,,,,,,,,
"Reserve Enhancement Programs  .............................. farms, 2012",20,,2,,22,7,2,,6,-,,34,
2007,32,,-,,20,8,-,,11,-,,70,
"acres, 2012","1,018",,(D),,797,346,(D),,316,-,,"2,466",
2007,"1,490",,-,,287,190,-,,516,-,,"3,816",
,,,,,,,,,,,,,
"Land enrolled in crop insurance programs ................... farms, 2012",18,,2,,133,41,2,,1,-,,26,
2007,10,,2,,130,27,6,,1,3,,25,
"acres, 2012","3,970",,(D),,"76,485","18,629",(D),,(D),-,,"39,853",
2007,"2,331",,(D),,"65,585","13,807",48,,(D),12,,"42,217",
,,,,,,,,,,,,#NAME?,
Item,Smith,,Stewart,,Sullivan,,Sumner,Tipton,Trousdale,Unicoi,,Union,
