Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,"ECONOMIC CLASS: (1,000 TO 2,499 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (1,000 TO 2,499 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (1,000 TO 9,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (1,000 TO 9,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (1,000,000 OR MORE $)  -  <b>VALUE</b>","ECONOMIC CLASS: (1,000,000 OR MORE $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (1,000,000 TO 2,499,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (1,000,000 TO 2,499,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (10,000 TO 24,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (10,000 TO 24,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (10,000 TO 99,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (10,000 TO 99,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (100,000 OR MORE $)  -  <b>VALUE</b>","ECONOMIC CLASS: (100,000 OR MORE $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (100,000 TO 249,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (100,000 TO 249,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (2,500 TO 4,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (2,500 TO 4,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (25,000 TO 49,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (25,000 TO 49,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (250,000 OR MORE $)  -  <b>VALUE</b>","ECONOMIC CLASS: (250,000 OR MORE $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (250,000 TO 499,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (250,000 TO 499,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (5,000 TO 9,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (5,000 TO 9,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (50,000 TO 99,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (50,000 TO 99,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (500,000 OR MORE $)  -  <b>VALUE</b>","ECONOMIC CLASS: (500,000 OR MORE $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (500,000 TO 999,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (500,000 TO 999,999 $)  -  <b>CV (%)</b>",NOT SPECIFIED  -  <b>VALUE</b>,NOT SPECIFIED  -  <b>CV (%)</b>
SURVEY,2016,YEAR,,STATE,INDIANA,18,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"930,000",,"5,300,000",,,,,,"1,900,000",,,,"1,540,000",,,,,,,,"2,100,000",,,,,,,,"2,930,000",,,
SURVEY,2016,YEAR,,STATE,INDIANA,18,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,700,000",
SURVEY,2016,YEAR,,STATE,INDIANA,18,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",ECONOMIC CLASS,,,34,,"2,208",,,,,,124,,,,291,,,,,,,,525,,,,,,,,"1,010",,,
SURVEY,2016,YEAR,,STATE,INDIANA,18,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,
SURVEY,2016,YEAR,,STATE,INDIANA,18,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"27,600",,"2,400",,,,,,"15,300",,,,"5,300",,,,,,,,"4,000",,,,,,,,"2,900",,,
SURVEY,2016,YEAR,,STATE,INDIANA,18,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,500",
SURVEY,2016,YEAR,,STATE,IOWA,19,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"900,000",,"9,600,000",,,,,,"3,300,000",,,,"2,900,000",,,,,,,,"4,900,000",,,,,,,,"8,900,000",,,
SURVEY,2016,YEAR,,STATE,IOWA,19,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,500,000",
SURVEY,2016,YEAR,,STATE,IOWA,19,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",ECONOMIC CLASS,,,35,,"1,333",,,,,,139,,,,282,,,,,,,,505,,,,,,,,890,,,
SURVEY,2016,YEAR,,STATE,IOWA,19,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,
SURVEY,2016,YEAR,,STATE,IOWA,19,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"26,000",,"7,200",,,,,,"23,800",,,,"10,300",,,,,,,,"9,700",,,,,,,,"10,000",,,
SURVEY,2016,YEAR,,STATE,IOWA,19,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"87,000",
SURVEY,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"2,400,000",,"11,200,000",,,,,,"8,300,000",,,,"6,900,000",,,,,,,,"7,500,000",,,,,,,,"9,600,000",,,
SURVEY,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,900,000",
SURVEY,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",ECONOMIC CLASS,,,112,,"3,500",,,,,,390,,,,"1,078",,,,,,,,"1,744",,,,,,,,"3,200",,,
SURVEY,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,
SURVEY,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"21,400",,"3,200",,,,,,"21,300",,,,"6,400",,,,,,,,"4,300",,,,,,,,"3,000",,,
SURVEY,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,600",
SURVEY,2016,YEAR,,STATE,KENTUCKY,21,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"2,800,000",,"2,010,000",,,,,,"4,700,000",,,,"1,200,000",,,,,,,,"900,000",,,,,,,,"1,290,000",,,
SURVEY,2016,YEAR,,STATE,KENTUCKY,21,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,900,000",
SURVEY,2016,YEAR,,STATE,KENTUCKY,21,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",ECONOMIC CLASS,,,67,,"1,827",,,,,,170,,,,364,,,,,,,,600,,,,,,,,"1,290",,,
SURVEY,2016,YEAR,,STATE,KENTUCKY,21,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,
SURVEY,2016,YEAR,,STATE,KENTUCKY,21,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"41,500",,"1,100",,,,,,"27,600",,,,"3,300",,,,,,,,"1,500",,,,,,,,"1,000",,,
SURVEY,2016,YEAR,,STATE,KENTUCKY,21,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76,000",
SURVEY,2016,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"1,180,000",,"2,800,000",,,,,,"1,800,000",,,,"520,000",,,,,,,,"550,000",,,,,,,,"900,000",,,
SURVEY,2016,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,750,000",
SURVEY,2016,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",ECONOMIC CLASS,,,73,,"2,545",,,,,,247,,,,650,,,,,,,,846,,,,,,,,"1,059",,,
SURVEY,2016,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,
SURVEY,2016,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"16,200",,"1,100",,,,,,"7,300",,,,800,,,,,,,,650,,,,,,,,850,,,
SURVEY,2016,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,900",
SURVEY,2016,YEAR,,STATE,MAINE,23,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"480,000",,"270,000",,,,,,"400,000",,,,"100,000",,,,,,,,"110,000",,,,,,,,"90,000",,,
SURVEY,2016,YEAR,,STATE,MAINE,23,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,450,000",
SURVEY,2016,YEAR,,STATE,MAINE,23,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",ECONOMIC CLASS,,,96,,"2,077",,,,,,167,,,,294,,,,,,,,500,,,,,,,,818,,,
SURVEY,2016,YEAR,,STATE,MAINE,23,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,
SURVEY,2016,YEAR,,STATE,MAINE,23,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"5,000",,130,,,,,,"2,400",,,,340,,,,,,,,220,,,,,,,,110,,,
SURVEY,2016,YEAR,,STATE,MAINE,23,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,200",
SURVEY,2016,YEAR,,STATE,MARYLAND,24,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"300,000",,"590,000",,,,,,"400,000",,,,"230,000",,,,,,,,"250,000",,,,,,,,"260,000",,,
SURVEY,2016,YEAR,,STATE,MARYLAND,24,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,030,000",
SURVEY,2016,YEAR,,STATE,MARYLAND,24,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",ECONOMIC CLASS,,,46,,"1,073",,,,,,111,,,,383,,,,,,,,385,,,,,,,,650,,,
SURVEY,2016,YEAR,,STATE,MARYLAND,24,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,
SURVEY,2016,YEAR,,STATE,MARYLAND,24,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"6,500",,550,,,,,,"3,600",,,,600,,,,,,,,650,,,,,,,,400,,,
SURVEY,2016,YEAR,,STATE,MARYLAND,24,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,300",
SURVEY,2016,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"210,000",,"50,000",,,,,,"140,000",,,,"50,000",,,,,,,, (D),,,,,,,, (D),,,
SURVEY,2016,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"520,000",
SURVEY,2016,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",ECONOMIC CLASS,,,42,,625,,,,,,70,,,,132,,,,,,,, (D),,,,,,,, (D),,,
SURVEY,2016,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,
SURVEY,2016,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"5,000",,80,,,,,,"2,000",,,,380,,,,,,,, (D),,,,,,,, (D),,,
SURVEY,2016,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,800",
SURVEY,2016,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"1,100,000",,"3,150,000",,,,,,"1,600,000",,,,"1,100,000",,,,,,,,"1,200,000",,,,,,,,"1,800,000",,,
SURVEY,2016,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,950,000",
SURVEY,2016,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",ECONOMIC CLASS,,,43,,"1,703",,,,,,110,,,,262,,,,,,,,414,,,,,,,,766,,,
SURVEY,2016,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,
SURVEY,2016,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"25,500",,"1,850",,,,,,"14,600",,,,"4,200",,,,,,,,"2,900",,,,,,,,"2,350",,,
SURVEY,2016,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,400",
SURVEY,2016,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"2,100,000",,"9,400,000",,,,,,"3,600,000",,,,"2,600,000",,,,,,,,"3,300,000",,,,,,,,"4,900,000",,,
SURVEY,2016,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,900,000",
SURVEY,2016,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",ECONOMIC CLASS,,,79,,"1,774",,,,,,167,,,,302,,,,,,,,532,,,,,,,,961,,,
SURVEY,2016,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,
SURVEY,2016,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"26,500",,"5,300",,,,,,"21,600",,,,"8,600",,,,,,,,"6,200",,,,,,,,"5,100",,,
SURVEY,2016,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73,300",
SURVEY,2016,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"2,600,000",,"3,100,000",,,,,,"2,800,000",,,,"700,000",,,,,,,,"500,000",,,,,,,,"1,000,000",,,
SURVEY,2016,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,700,000",
SURVEY,2016,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",ECONOMIC CLASS,,,122,,"1,632",,,,,,280,,,,636,,,,,,,,625,,,,,,,,909,,,
SURVEY,2016,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,
SURVEY,2016,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"21,300",,"1,900",,,,,,"10,000",,,,"1,100",,,,,,,,800,,,,,,,,"1,100",,,
SURVEY,2016,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,200",
SURVEY,2016,YEAR,,STATE,MISSOURI,29,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"3,900,000",,"4,000,000",,,,,,"9,300,000",,,,"3,900,000",,,,,,,,"3,400,000",,,,,,,,"4,000,000",,,
SURVEY,2016,YEAR,,STATE,MISSOURI,29,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,500,000",
SURVEY,2016,YEAR,,STATE,MISSOURI,29,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",ECONOMIC CLASS,,,88,,"2,000",,,,,,242,,,,629,,,,,,,,971,,,,,,,,"1,667",,,
SURVEY,2016,YEAR,,STATE,MISSOURI,29,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,
SURVEY,2016,YEAR,,STATE,MISSOURI,29,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"44,200",,"2,000",,,,,,"38,500",,,,"6,200",,,,,,,,"3,500",,,,,,,,"2,400",,,
SURVEY,2016,YEAR,,STATE,MISSOURI,29,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96,800",
SURVEY,2016,YEAR,,STATE,MONTANA,30,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"2,700,000",,"12,500,000",,,,,,"8,900,000",,,,"9,800,000",,,,,,,,"12,300,000",,,,,,,,"13,500,000",,,
SURVEY,2016,YEAR,,STATE,MONTANA,30,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,700,000",
SURVEY,2016,YEAR,,STATE,MONTANA,30,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",ECONOMIC CLASS,,,235,,"13,158",,,,,,"1,127",,,,"3,111",,,,,,,,"5,020",,,,,,,,"9,310",,,
SURVEY,2016,YEAR,,STATE,MONTANA,30,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,179",
SURVEY,2016,YEAR,,STATE,MONTANA,30,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"11,500",,950,,,,,,"7,900",,,,"3,150",,,,,,,,"2,450",,,,,,,,"1,450",,,
SURVEY,2016,YEAR,,STATE,MONTANA,30,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,400",
SURVEY,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"900,000",,"16,200,000",,,,,,"4,700,000",,,,"5,900,000",,,,,,,,"7,700,000",,,,,,,,"9,800,000",,,
SURVEY,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,200,000",
SURVEY,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",ECONOMIC CLASS,,,75,,"3,447",,,,,,348,,,,776,,,,,,,,"1,375",,,,,,,,"1,960",,,
SURVEY,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934,
SURVEY,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"12,000",,"4,700",,,,,,"13,500",,,,"7,600",,,,,,,,"5,600",,,,,,,,"5,000",,,
SURVEY,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48,400",
SURVEY,2016,YEAR,,STATE,NEVADA,32,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"140,000",,"2,900,000",,,,,,"270,000",,,,"580,000",,,,,,,,"970,000",,,,,,,,"1,100,000",,,
SURVEY,2016,YEAR,,STATE,NEVADA,32,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,960,000",
SURVEY,2016,YEAR,,STATE,NEVADA,32,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",ECONOMIC CLASS,,,65,,"18,125",,,,,,325,,,,"2,231",,,,,,,,"2,310",,,,,,,,"6,111",,,
SURVEY,2016,YEAR,,STATE,NEVADA,32,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,490",
SURVEY,2016,YEAR,,STATE,NEVADA,32,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"2,150",,160,,,,,,830,,,,260,,,,,,,,420,,,,,,,,180,,,
SURVEY,2016,YEAR,,STATE,NEVADA,32,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000",
SURVEY,2016,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"240,000",, (D),,,,,,"150,000",,,, (D),,,,,,,, (D),,,,,,,, (D),,,
SURVEY,2016,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"470,000",
SURVEY,2016,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",ECONOMIC CLASS,,,77,, (D),,,,,,143,,,, (D),,,,,,,, (D),,,,,,,, (D),,,
SURVEY,2016,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,
